Street ID,Street Name,Street Suffix,Street Suffix Direction,Official Street Name,Thomas Brothers Map,Street Type
4133,NATALIE,LANE,,NATALIE LANE,529F2,PUBLIC STREET NAMES
2322,SUTTON,PL,,SUTTON PLACE,561J5,PUBLIC STREET NAMES
5449,KILLARNEY,AVE,,KILLARNEY AVENUE,594H4,PUBLIC STREET NAMES
5576,JOAN,LANE,,JOAN LANE,529F2,PUBLIC STREET NAMES
3067,ROSELAKE,AVE,,ROSELAKE AVENUE,634C1,PUBLIC STREET NAMES
6567,FOXCROFT,PL,,FOXCROFT PLACE,481C6,PUBLIC STREET NAMES
5795,HOMEZELL,DR,,HOMEZELL DRIVE,529E1,PUBLIC STREET NAMES
4351,MINNEHAHA,ST,,MINNEHAHA STREET,502A3,PUBLIC STREET NAMES
9890,BEL AIR CREST,ROAD,NORTH,BEL AIR CREST ROAD NORTH,591F3,PRIVATE STREET NAMES
5054,LILLIS,LANE,,LILLIS LANE,NA,PUBLIC STREET NAMES
6994,EL CERRO,LANE,,EL CERRO LANE,562H7,PUBLIC STREET NAMES
10987,MARCASEL,CT,,MARCASEL COURT,672D4,PRIVATE STREET NAMES
6413,GIARDINO,WAY,,GIARDINO WAY,630F5,PUBLIC STREET NAMES
7255,DON COTA,PL,,DON COTA PLACE,673C3,PUBLIC STREET NAMES
11007,SEAHORSE,CT,,SEAHORSE COURT,702E1,PRIVATE ROADWAY NAMES
2748,SENECA,AVE,,SENECA AVENUE,564D7,PUBLIC STREET NAMES
7388,DENISON,AVE,,DENISON AVENUE,824B7,PUBLIC STREET NAMES
1377,WRIGHTWOOD,DR,,WRIGHTWOOD DRIVE,563A6,PUBLIC STREET NAMES
7384,DENNI,ST,,DENNI STREET,794E4,PUBLIC STREET NAMES
5108,LEMMER,ST,,LEMMER STREET,500C5,PUBLIC STREET NAMES
7903,CLAYBECK,AVE,,CLAYBECK AVENUE,533C3,PUBLIC STREET NAMES
326,PASEO MALAGUENA,,,PASEO MALAGUENA,630F1,PRIVATE STREET NAMES
10418,LAKE CENTER,DR,,LAKE CENTER DRIVE,672F7,PRIVATE STREET NAMES
890,182ND,ST,,182ND STREET,764C1,PUBLIC STREET NAMES
10248,CAPE,TER,,CAPE TERRACE,823J6,PRIVATE ROADWAY NAMES
4762,MAJOR,ST,,MAJOR STREET,672G6,PUBLIC STREET NAMES
654,DE GARMO,AVE,,DE GARMO AVENUE,NA,PRIVATE STREET NAMES
2367,SUNNY OAK,ROAD,,SUNNY OAK ROAD,561J6,PUBLIC STREET NAMES
5276,LANARK,ST,,LANARK STREET,565D6,PUBLIC STREET NAMES
612,EVANS,ROAD,,EVANS ROAD,631C4,PRIVATE STREET NAMES
10223,ESPRIT,LANE,,ESPRIT LANE,561E3,PRIVATE STREET NAMES
6645,FISHER,ST,,FISHER STREET,595D1,PUBLIC STREET NAMES
4618,MARTSON,DR,,MARTSON DRIVE,561A5,PUBLIC STREET NAMES
1896,VENTURA,BLVD,,VENTURA BOULEVARD,563A6,PUBLIC STREET NAMES
3391,QUEBEC,DR,,QUEBEC DRIVE,593F2,PUBLIC STREET NAMES
7845,COLBATH,AVE,,COLBATH AVENUE,502B7,PUBLIC STREET NAMES
10795,SENDA DE ANIKA,,,SENDA DE ANIKA,482A3,PRIVATE ROADWAY NAMES
9855,SOMBRERO,,,SOMBRERO,481G1,UNOFFICIAL PRIVATE STREET NAMES
8441,BUCKINGHAM,ROAD,,BUCKINGHAM ROAD,633E6,PUBLIC STREET NAMES
718,CASA,DR,,CASA DRIVE,560G3,PRIVATE STREET NAMES
1154,20TH,ST,,20TH STREET,824C7,PUBLIC STREET NAMES
622,EDISON,BLVD,,EDISON BOULEVARD,533B7,PRIVATE STREET NAMES
9011,BALTIC,ST,,BALTIC STREET,631F5,PUBLIC STREET NAMES
11023,EDENDALE,LANE,,EDENDALE LANE,594E5,LIMITED ACCESS AREA NAMES
471,LEVICO,WAY,,LEVICO WAY,591J5,PRIVATE STREET NAMES
6642,FITHIAN,AVE,,FITHIAN AVENUE,595E6,PUBLIC STREET NAMES
4335,MIRIAM,ST,,MIRIAM STREET,595B2,PUBLIC STREET NAMES
582,GIN LING,WAY,,GIN LING WAY,634G2,PRIVATE STREET NAMES
7246,DON JUAN,PL,,DON JUAN PLACE,560E4,PUBLIC STREET NAMES
1475,WINDWARD,CT,,WINDWARD COURT,671G6,PUBLIC STREET NAMES
5983,HEDDING,ST,,HEDDING STREET,672F7,PUBLIC STREET NAMES
8903,BEATIE,PL,,BEATIE PLACE,635F1,PUBLIC STREET NAMES
1357,YBARRA,ROAD,,YBARRA ROAD,560A4,PUBLIC STREET NAMES
4090,NEW ENGLAND,ST,,NEW ENGLAND STREET,634B6,PUBLIC STREET NAMES
2693,SHAW,PL,,SHAW PLACE,635F1,PUBLIC STREET NAMES
8742,BIG TUJUNGA CANYON,ROAD,,BIG TUJUNGA CANYON ROAD,503J1,PUBLIC STREET NAMES
2061,TUBA,ST,,TUBA STREET,501J4,PUBLIC STREET NAMES
9161,ARNWOOD,ROAD,,ARNWOOD ROAD,503B1,PUBLIC STREET NAMES
6085,HAMPTON,DR,,HAMPTON DRIVE,671G5,PUBLIC STREET NAMES
138,VIA PAVIA,,,VIA PAVIA,533D3,PRIVATE STREET NAMES
1630,WENTWORTH,ST,,WENTWORTH STREET,503J2,PUBLIC STREET NAMES
7723,CORINGA,DR,,CORINGA DRIVE,565B7,PUBLIC STREET NAMES
1818,DUBNOFF,WAY,,DUBNOFF WAY,533B6,PUBLIC STREET NAMES
9810,RAINTREE,LANE,,RAINTREE LANE,500H4,PRIVATE STREET NAMES
3687,PARK OAK,DR,,PARK OAK DRIVE,593G2,PUBLIC STREET NAMES
4426,MERTON,AVE,,MERTON AVENUE,564J6,PUBLIC STREET NAMES
831,260TH,ST,,260TH STREET,794A5,PUBLIC STREET NAMES
5053,LILLYVALE,AVE,,LILLYVALE AVENUE,595G7,PUBLIC STREET NAMES
4349,MINORCA,DR,,MINORCA DRIVE,631C5,PUBLIC STREET NAMES
6025,HATFIELD,PL,,HATFIELD PLACE,635C1,PUBLIC STREET NAMES
46,10TH,ST,,10TH STREET,633F3,PRIVATE STREET NAMES
5580,JILL,PL,,JILL PLACE,561D5,PUBLIC STREET NAMES
5858,HILO,TR,,HILO TRAIL,NA,PUBLIC STREET NAMES
3695,PARK HEIGHTS,TER,,PARK HEIGHTS TERRACE,635B1,PUBLIC STREET NAMES
9258,ANITA,AVE,,ANITA AVENUE,631F3,PUBLIC STREET NAMES
2363,SUNNYSLOPE,AVE,,SUNNYSLOPE AVENUE,532C2,PUBLIC STREET NAMES
5971,HELIOTROPE,DR,,HELIOTROPE DRIVE,594A6,PUBLIC STREET NAMES
8817,BENVENUE,ST,,BENVENUE STREET,631F5,PUBLIC STREET NAMES
3886,OLIVE GROVE,PL,,OLIVE GROVE PLACE,503E3,PUBLIC STREET NAMES
4910,LOPEZ CANYON,ROAD,,LOPEZ CANYON ROAD,482F5,PUBLIC STREET NAMES
221,SOUTH COLISEUM,DR,,SOUTH COLISEUM DRIVE,674B2,PRIVATE STREET NAMES
4851,LUCAS,AVE,,LUCAS AVENUE,634D3,PUBLIC STREET NAMES
9222,ARAGON,CT,,ARAGON COURT,671H6,PUBLIC STREET NAMES
9451,ALBERTA,ST,,ALBERTA STREET,823J6,PUBLIC STREET NAMES
8287,CANADA,ST,,CANADA STREET,594H2,PUBLIC STREET NAMES
4194,MOUNT OLYMPUS,DR,,MOUNT OLYMPUS DRIVE,593A3,PUBLIC STREET NAMES
7729,CORDERO,AVE,,CORDERO AVENUE,504B6,PUBLIC STREET NAMES
4569,MAYFIELD,AVE,,MAYFIELD AVENUE,631J4,PUBLIC STREET NAMES
4633,MARR,ST,,MARR STREET,672A6,PUBLIC STREET NAMES
4878,LOS PALOS,ST,,LOS PALOS STREET,675C1,PUBLIC STREET NAMES
7437,DELEVAN,DR,,DELEVAN DRIVE,564H7,PUBLIC STREET NAMES
6439,GAZETTE,AVE,,GAZETTE AVENUE,500C2,PUBLIC STREET NAMES
1659,WEBER,PL,,WEBER PLACE,NA,PUBLIC STREET NAMES
7386,DENIVELLE,PL,,DENIVELLE PLACE,503H1,PUBLIC STREET NAMES
2593,SINALOA,WALK,,SINALOA WALK,702B3,PUBLIC STREET NAMES
436,MARYON,DR,,MARYON DRIVE,NA,PRIVATE STREET NAMES
9493,ADKINS,AVE,,ADKINS AVENUE,595F7,PUBLIC STREET NAMES
8529,BRIER,DR,,BRIER DRIVE,592J4,PUBLIC STREET NAMES
4382,MILLARD,PL,,MILLARD PLACE,501C6,PUBLIC STREET NAMES
5446,KILLIMORE,CT,,KILLIMORE COURT,480H7,PUBLIC STREET NAMES
2594,SINALOA,ROAD,,SINALOA ROAD,702B2,PUBLIC STREET NAMES
3765,PADRE,LANE,,PADRE LANE,593A3,PUBLIC STREET NAMES
4582,MAURY,AVE,,MAURY AVENUE,529C7,PUBLIC STREET NAMES
1806,VILLA GROVE,DR,,VILLA GROVE DRIVE,631C5,PUBLIC STREET NAMES
3597,PENMAR,AVE,,PENMAR AVENUE,671J3,PUBLIC STREET NAMES
2300,TACUBA,ST,,TACUBA STREET,594J3,PUBLIC STREET NAMES
5070,LIBBIT,AVE,,LIBBIT AVENUE,561E3,PUBLIC STREET NAMES
10675,CLYDESDALE,ROAD,,CLYDESDALE ROAD,480H6,PUBLIC STREET NAMES
5176,LAURELVALE,DR,,LAURELVALE DRIVE,562H7,PUBLIC STREET NAMES
9780,VALLEYVIEW,CT,,VALLEYVIEW COURT,481F4,PUBLIC STREET NAMES
9906,LAKER,CT,,LAKER COURT,500A2,PUBLIC STREET NAMES
4926,LONGFORD,ST,,LONGFORD STREET,503A1,PUBLIC STREET NAMES
10763,VILLAGE,LANE,,VILLAGE LANE,672E7,PUBLIC STREET NAMES
967,104TH,PL,,104TH PLACE,704B5,PUBLIC STREET NAMES
4504,MEADE,PL,,MEADE PLACE,671J5,PUBLIC STREET NAMES
5629,JADE,ST,,JADE STREET,635D2,PUBLIC STREET NAMES
6304,GLORY,AVE,,GLORY AVENUE,504B4,PUBLIC STREET NAMES
9850,CEDAR,,,CEDAR,481G1,UNOFFICIAL PRIVATE STREET NAMES
10284,WEST 35TH,ST,,WEST 35TH STREET,674A1,PRIVATE ROADWAY NAMES
1463,WINONA,BLVD,,WINONA BOULEVARD,593J2,PUBLIC STREET NAMES
8675,BLUE SKY,CT,,BLUE SKY COURT,529D5,PUBLIC STREET NAMES
7963,CHEVIOTDALE,PL,,CHEVIOTDALE PLACE,565E7,PUBLIC STREET NAMES
4738,MANDEVILLE CANYON,ROAD,,MANDEVILLE CANYON ROAD,591C1,PUBLIC STREET NAMES
1798,VINCENNES,ST,,VINCENNES STREET,501J6,PUBLIC STREET NAMES
4968,LOCKLAND,PL,,LOCKLAND PLACE,673D3,PUBLIC STREET NAMES
8830,BENEFIT,ST,,BENEFIT STREET,562A5,PUBLIC STREET NAMES
6583,FORGE,PL,,FORGE PLACE,501G3,PUBLIC STREET NAMES
7999,CHATHAM,LANE,,CHATHAM LANE,500J1,PUBLIC STREET NAMES
6265,GORHAM,AVE,,GORHAM AVENUE,631H4,PUBLIC STREET NAMES
9305,AMHERST,AVE,,AMHERST AVENUE,632A7,PUBLIC STREET NAMES
3536,PINE VALLEY,AVE,,PINE VALLEY AVENUE,480F7,PUBLIC STREET NAMES
8498,BROKAW,PL,,BROKAW PLACE,NA,PUBLIC STREET NAMES
6430,GENTRY,AVE,,GENTRY AVENUE,532G7,PUBLIC STREET NAMES
6235,GRAND,AVE,,GRAND AVENUE,634G2,PUBLIC STREET NAMES
6807,ESTRADA,ST,,ESTRADA STREET,675B1,PUBLIC STREET NAMES
6327,GLENRIDGE,DR,,GLENRIDGE DRIVE,562C6,PUBLIC STREET NAMES
9261,ANGOSTURA,PL,,ANGOSTURA PLACE,560H5,PUBLIC STREET NAMES
9476,AIKEN,AVE,,AIKEN AVENUE,632E5,PUBLIC STREET NAMES
5876,HILLMONT,AVE,,HILLMONT AVENUE,565C5,PUBLIC STREET NAMES
1055,53RD,ST,,53RD STREET,674G5,PUBLIC STREET NAMES
5635,JACKIE,AVE,,JACKIE AVENUE,529F7,PUBLIC STREET NAMES
5117,LEIMERT,BLVD,,LEIMERT BOULEVARD,673F3,PUBLIC STREET NAMES
604,FIERO,ST,,FIERO STREET,594F1,PRIVATE STREET NAMES
6008,HAWLEY,AVE,,HAWLEY AVENUE,595D5,PUBLIC STREET NAMES
7385,DENKER,AVE,,DENKER AVENUE,633J7,PUBLIC STREET NAMES
9655,CORBIN,DR,,CORBIN DRIVE,NA,UNOFFICIAL PRIVATE STREET NAMES
1930,VAN NUYS,BLVD,WEST,VAN NUYS BOULEVARD WEST,532A3,PUBLIC STREET NAMES
6947,ELLENWOOD,PL,,ELLENWOOD PLACE,564J5,PUBLIC STREET NAMES
1207,8TH HELENA,DR,,8TH HELENA DRIVE,631G4,PUBLIC STREET NAMES
994,88TH,PL,,88TH PLACE,704E3,PUBLIC STREET NAMES
5672,IOWA,AVE,,IOWA AVENUE,632A5,PUBLIC STREET NAMES
9386,ALMA REAL,DR,,ALMA REAL DRIVE,631A7,PUBLIC STREET NAMES
3809,OTERO,DR,,OTERO DRIVE,595D7,PUBLIC STREET NAMES
8122,CATAMARAN,ST,,CATAMARAN STREET,671H7,PUBLIC STREET NAMES
6745,FAIR PARK,AVE,,FAIR PARK AVENUE,565A6,PUBLIC STREET NAMES
3436,PRINCE,ST,,PRINCE STREET,635C1,PUBLIC STREET NAMES
6038,HARTLAND,ST,,HARTLAND STREET,532J5,PUBLIC STREET NAMES
7106,DYLAN,ST,,DYLAN STREET,500H1,PUBLIC STREET NAMES
5269,LANDFAIR,AVE,,LANDFAIR AVENUE,632A2,PUBLIC STREET NAMES
8707,BLANCHARD,ST,,BLANCHARD STREET,635C4,PUBLIC STREET NAMES
1237,3RD ANITA,DR,,3RD ANITA DRIVE,631F4,PUBLIC STREET NAMES
8535,BRIDGEPORT,DR,,BRIDGEPORT DRIVE,594H4,PUBLIC STREET NAMES
672,CRUSADO,LANE,,CRUSADO LANE,635C3,PRIVATE STREET NAMES
4847,LUCERNE,BLVD,,LUCERNE BOULEVARD,593F7,PUBLIC STREET NAMES
9686,KONTIKI,WAY,,KONTIKI WAY,630J6,UNOFFICIAL PRIVATE STREET NAMES
5693,INGLEWOOD,BLVD,,INGLEWOOD BOULEVARD,672B1,PUBLIC STREET NAMES
4617,MARVA,AVE,,MARVA AVENUE,481A5,PUBLIC STREET NAMES
3921,OCTAGON,ST,,OCTAGON STREET,631F1,PUBLIC STREET NAMES
2524,SPREADING OAK,DR,,SPREADING OAK DRIVE,593G2,PUBLIC STREET NAMES
7816,COLLINA STRADA,,,COLLINA STRADA,591G2,PUBLIC STREET NAMES
10179,RODS,WAY,,RODS WAY,482D6,PRIVATE STREET NAMES
1440,WONDER VIEW,PL,,WONDER VIEW PLACE,563D7,PUBLIC STREET NAMES
7620,CRESTWOOD,TER,,CRESTWOOD TERRACE,565C7,PUBLIC STREET NAMES
7182,DRESDEN,DR,,DRESDEN DRIVE,593B3,PUBLIC STREET NAMES
5544,JUMILLA,AVE,,JUMILLA AVENUE,560F3,PUBLIC STREET NAMES
3428,PROCTOR,ST,,PROCTOR STREET,794F4,PUBLIC STREET NAMES
4510,MCPHERSON,AVE,,MCPHERSON AVENUE,635E1,PUBLIC STREET NAMES
8087,CELTIC,ST,,CELTIC STREET,501G2,PUBLIC STREET NAMES
10333,BIRMINGHAM HIGHSCHOOL,DRWY,,BIRMINGHAM HIGHSCHOOL DRIVEWAY,531C6,PRIVATE ROADWAY NAMES
3718,PANDORA,AVE,,PANDORA AVENUE,632D3,PUBLIC STREET NAMES
595,FORT MOORE,PL,,FORT MOORE PLACE,634F3,PRIVATE STREET NAMES
10851,UNIVERSAL STUDIOS,BLVD,,UNIVERSAL STUDIOS BOULEVARD,563C7,PUBLIC STREET NAMES
1216,7TH,AVE,,7TH AVENUE,671H4,PUBLIC STREET NAMES
8673,BLUFFDALE,DR,,BLUFFDALE DRIVE,533B1,PUBLIC STREET NAMES
5467,KESTER,AVE,,KESTER AVENUE,501H2,PUBLIC STREET NAMES
5977,HEISS,ST,,HEISS STREET,559G4,PUBLIC STREET NAMES
9136,ASCOT,WALK,,ASCOT WALK,674D6,PUBLIC STREET NAMES
5355,LA BREA,AVE,,LA BREA AVENUE,593D4,PUBLIC STREET NAMES
8741,BILLOWVISTA,DR,,BILLOWVISTA DRIVE,702B3,PUBLIC STREET NAMES
4037,NORLINA,PL,,NORLINA PLACE,481B5,PUBLIC STREET NAMES
8452,BRYMER,LANE,,BRYMER LANE,500J1,PUBLIC STREET NAMES
6279,GONZALES,DR,,GONZALES DRIVE,559G3,PUBLIC STREET NAMES
7002,EL CANON,AVE,,EL CANON AVENUE,529D7,PUBLIC STREET NAMES
600,FLYNN RANCH,ROAD,,FLYNN RANCH ROAD,563A7,PRIVATE STREET NAMES
9402,ALLENTOWN,PL,,ALLENTOWN PLACE,560E3,PUBLIC STREET NAMES
5246,LARCHMONT,BLVD,,LARCHMONT BOULEVARD,593F7,PUBLIC STREET NAMES
9511,ACORN,ST,,ACORN STREET,499J6,PUBLIC STREET NAMES
3575,PERUGIA,WAY,,PERUGIA WAY,592A7,PUBLIC STREET NAMES
10748,DAY LILY,LANE,,DAY LILY LANE,502A6,PRIVATE ROADWAY NAMES
5094,LEONORA,DR,,LEONORA DRIVE,559F3,PUBLIC STREET NAMES
3199,RIM CANYON,ROAD,,RIM CANYON ROAD,503H1,PUBLIC STREET NAMES
7319,DIX,ST,,DIX STREET,593F3,PUBLIC STREET NAMES
8693,BLIX,ST,,BLIX STREET,563A3,PUBLIC STREET NAMES
1158,19TH HELENA,DR,,19TH HELENA DRIVE,631F3,PUBLIC STREET NAMES
1471,WINIFRED,ST,,WINIFRED STREET,560F3,PUBLIC STREET NAMES
6299,GLYNN,DR,,GLYNN DRIVE,630G3,PUBLIC STREET NAMES
5849,HIRONDELLE,LANE,,HIRONDELLE LANE,504A5,PUBLIC STREET NAMES
6800,ETHELDO,AVE,,ETHELDO AVENUE,672F5,PUBLIC STREET NAMES
10322,ORBITAL,WAY,,ORBITAL WAY,502E3,PRIVATE ROADWAY NAMES
4361,MINA RICA,DR,,MINA RICA DRIVE,504C6,PUBLIC STREET NAMES
9466,ALAMEDA,ST,,ALAMEDA STREET,634G4,PUBLIC STREET NAMES
6605,FLOWER,ST,,FLOWER STREET,674B4,PUBLIC STREET NAMES
3621,PAXTON,ST,,PAXTON STREET,482E7,PUBLIC STREET NAMES
10213,ERWIN,ST,,ERWIN STREET,NA,PRIVATE STREET NAMES
4573,MAYCOTTE,ROAD,,MAYCOTTE ROAD,559J3,PUBLIC STREET NAMES
7063,EBELL,ST,,EBELL STREET,532C2,PUBLIC STREET NAMES
5930,HIDALGO,AVE,,HIDALGO AVENUE,594E4,PUBLIC STREET NAMES
7383,DENNIS,LANE,,DENNIS LANE,529F5,PUBLIC STREET NAMES
2746,SENTAR,ROAD,,SENTAR ROAD,559J4,PUBLIC STREET NAMES
3165,ROBERT,AVE,,ROBERT AVENUE,533A1,PUBLIC STREET NAMES
8221,CARITINA,DR,,CARITINA DRIVE,560G4,PUBLIC STREET NAMES
7453,DE HAVILAND,AVE,,DE HAVILAND AVENUE,702H3,PUBLIC STREET NAMES
6106,HALPER,ST,,HALPER STREET,561D2,PUBLIC STREET NAMES
3054,ROSILLA,PL,,ROSILLA PLACE,592H3,PUBLIC STREET NAMES
4641,MARNICE,AVE,,MARNICE AVENUE,504C2,PUBLIC STREET NAMES
9911,CARDIGAN,CT,,CARDIGAN COURT,591G2,PRIVATE STREET NAMES
4322,MOBILE,ST,,MOBILE STREET,530F6,PUBLIC STREET NAMES
9145,ARTRUDE,ST,,ARTRUDE STREET,503A5,PUBLIC STREET NAMES
3844,ORIOLE,LANE,,ORIOLE LANE,592H4,PUBLIC STREET NAMES
2911,SAN BERNARDINO,FRWY,,SAN BERNARDINO FREEWAY,635C3,PUBLIC STREET NAMES
2368,SUNNYNOOK,DR,,SUNNYNOOK DRIVE,594D1,PUBLIC STREET NAMES
4821,LUVERNE,PL,,LUVERNE PLACE,561C5,PUBLIC STREET NAMES
5478,KENWATER,PL,,KENWATER PLACE,529E7,PUBLIC STREET NAMES
8058,CHADRON,AVE,,CHADRON AVENUE,482D7,PUBLIC STREET NAMES
2963,SADDLE RIDGE,ROAD,,SADDLE RIDGE ROAD,481F1,PUBLIC STREET NAMES
3094,ROMULO,ST,,ROMULO STREET,594J5,PUBLIC STREET NAMES
7337,DICKENS,ST,,DICKENS STREET,562D5,PUBLIC STREET NAMES
8136,CASTLE CREST,DR,,CASTLE CREST DRIVE,564J6,PUBLIC STREET NAMES
5066,LICK,ST,,LICK STREET,565C6,PUBLIC STREET NAMES
865,221ST,ST,,221ST STREET,764A7,PUBLIC STREET NAMES
7662,CRAIG,PL,,CRAIG PLACE,823H5,PUBLIC STREET NAMES
8890,BEDEL,ST,,BEDEL STREET,560C4,PUBLIC STREET NAMES
9017,BALLINA,DR,,BALLINA DRIVE,561E5,PUBLIC STREET NAMES
9166,ARMSTRONG,AVE,,ARMSTRONG AVENUE,594D3,PUBLIC STREET NAMES
3467,PORTO MARINA,WAY,,PORTO MARINA WAY,630F6,PUBLIC STREET NAMES
520,JANET,PL,,JANET PLACE,564J6,PRIVATE STREET NAMES
8375,CABRINI,DR,WEST,CABRINI DRIVE WEST,533D2,PUBLIC STREET NAMES
7256,DON CARLOS,DR,,DON CARLOS DRIVE,673C3,PUBLIC STREET NAMES
4609,MARYLAND,DR,,MARYLAND DRIVE,633B2,PUBLIC STREET NAMES
9008,BAMFORD,PL,,BAMFORD PLACE,595A2,PUBLIC STREET NAMES
6708,FAWNDALE,PL,,FAWNDALE PLACE,561J7,PUBLIC STREET NAMES
8811,BERENICE,PL,,BERENICE PLACE,595B5,PUBLIC STREET NAMES
7311,DOCKWEILER,PL,,DOCKWEILER PLACE,633C4,PUBLIC STREET NAMES
5016,LINK,ST,,LINK STREET,704D6,PUBLIC STREET NAMES
10116,WESTERN HERITAGE,WAY,,WESTERN HERITAGE WAY,564B4,PRIVATE STREET NAMES
1379,WRIGHTVIEW,PL,,WRIGHTVIEW PLACE,562J7,PUBLIC STREET NAMES
7764,CONNECTICUT,ST,,CONNECTICUT STREET,634C4,PUBLIC STREET NAMES
4453,MENDEL,DR,,MENDEL DRIVE,481B5,PUBLIC STREET NAMES
9652,COPPER,ST,,COPPER STREET,501G2,UNOFFICIAL PRIVATE STREET NAMES
10461,BERGAMO,WAY,,BERGAMO WAY,500D1,PRIVATE STREET NAMES
2469,STERN,AVE,,STERN AVENUE,562B3,PUBLIC STREET NAMES
10595,WARNER RANCH,ROAD,,WARNER RANCH ROAD,560B1,PRIVATE STREET NAMES
4880,LOS NIETOS,DR,,LOS NIETOS DRIVE,594B3,PUBLIC STREET NAMES
9106,ATWATER,AVE,,ATWATER AVENUE,594E2,PUBLIC STREET NAMES
2785,SCOTT,ROAD,,SCOTT ROAD,533D3,PUBLIC STREET NAMES
1796,VINE,ST,,VINE STREET,593F3,PUBLIC STREET NAMES
9537,ABALONE,AVE,,ABALONE AVENUE,823H7,PUBLIC STREET NAMES
4672,MARINA,PL,,MARINA PLACE,823H7,PUBLIC STREET NAMES
3482,POPPY,ST,,POPPY STREET,565D7,PUBLIC STREET NAMES
5188,LAUREL,AVE,,LAUREL AVENUE,593B5,PUBLIC STREET NAMES
9224,ARABIC,ST,,ARABIC STREET,794C7,PUBLIC STREET NAMES
171,UTICA,TER,,UTICA TERRACE,NA,PRIVATE STREET NAMES
10679,EMILY,CT,,EMILY COURT,560H1,PRIVATE STREET NAMES
2935,ST VINCENT,CT,,ST VINCENT COURT,634F4,PUBLIC STREET NAMES
6555,FRANK,CT,,FRANK COURT,634F4,PUBLIC STREET NAMES
5466,KESWICK,AVE,,KESWICK AVENUE,632D4,PUBLIC STREET NAMES
1534,WHITWORTH,DR,,WHITWORTH DRIVE,633B4,PUBLIC STREET NAMES
4804,MAC ARTHUR,AVE,,MAC ARTHUR AVENUE,824A3,PUBLIC STREET NAMES
3764,PADRE,TER,,PADRE TERRACE,593E3,PUBLIC STREET NAMES
4158,MYSTIC,LANE,,MYSTIC LANE,529E5,PUBLIC STREET NAMES
3432,PRISMO,DR,,PRISMO DRIVE,564H7,PUBLIC STREET NAMES
6251,GRABER,AVE,,GRABER AVENUE,482E1,PUBLIC STREET NAMES
1117,28TH,AVE,,28TH AVENUE,671J6,PUBLIC STREET NAMES
3376,QUILL,AVE,,QUILL AVENUE,503G2,PUBLIC STREET NAMES
5290,LA MAIDA,ST,,LA MAIDA STREET,563B3,PUBLIC STREET NAMES
6325,GLENROY,AVE,,GLENROY AVENUE,631J1,PUBLIC STREET NAMES
7992,CHAUCER,WALK,,CHAUCER WALK,594H4,PUBLIC STREET NAMES
2333,SUPERIOR,CT,,SUPERIOR COURT,595C7,PUBLIC STREET NAMES
8855,BELLE PORTE,AVE,,BELLE PORTE AVENUE,794A6,PUBLIC STREET NAMES
4024,NORTH HERBERT,AVE,,NORTH HERBERT AVENUE,824A3,PUBLIC STREET NAMES
8432,BUFFALO,AVE,,BUFFALO AVENUE,562C3,PUBLIC STREET NAMES
8034,CHAPIN,WAY,,CHAPIN WAY,503G4,PUBLIC STREET NAMES
2461,STILLWATER,DR,,STILLWATER DRIVE,673B2,PUBLIC STREET NAMES
5885,HILLCROFT,TR,,HILLCROFT TRAIL,NA,PUBLIC STREET NAMES
9272,ANGELA,AVE,,ANGELA AVENUE,529F5,PUBLIC STREET NAMES
201,SUNNYCREST,TR,,SUNNYCREST TRAIL,504A4,PRIVATE STREET NAMES
7231,DON RICARDO,DR,,DON RICARDO DRIVE,673C2,PUBLIC STREET NAMES
2190,TIANNA,ROAD,,TIANNA ROAD,592J2,PUBLIC STREET NAMES
2404,SUMIYA,DR,,SUMIYA DRIVE,561B5,PUBLIC STREET NAMES
5643,IVAR,AVE,,IVAR AVENUE,593F3,PUBLIC STREET NAMES
10054,BROOKSHIRE,LANE,,BROOKSHIRE LANE,591G3,PRIVATE STREET NAMES
7642,CRESCENT,AVE,,CRESCENT AVENUE,824C7,PUBLIC STREET NAMES
6652,FIRENZE,PL,,FIRENZE PLACE,593B1,PUBLIC STREET NAMES
7387,DENIVELLE,ROAD,,DENIVELLE ROAD,503H1,PUBLIC STREET NAMES
8755,BEVERLYWOOD,ST,,BEVERLYWOOD STREET,632H6,PUBLIC STREET NAMES
2969,SABANA,LANE,,SABANA LANE,561F7,PUBLIC STREET NAMES
7583,CULVER,DR,,CULVER DRIVE,672F4,PUBLIC STREET NAMES
3550,PIEDMONT,AVE,,PIEDMONT AVENUE,595D2,PUBLIC STREET NAMES
6587,FOREST HILLS,ROAD,,FOREST HILLS ROAD,529F5,PUBLIC STREET NAMES
10304,OAKHURST,WAY,,OAKHURST WAY,480E7,PRIVATE STREET NAMES
8656,BOISE,AVE,,BOISE AVENUE,672B3,PUBLIC STREET NAMES
10268,ANDOVER,LANE,,ANDOVER LANE,702F1,PUBLIC STREET NAMES
8134,CASTLE HEIGHTS,AVE,,CASTLE HEIGHTS AVENUE,632G7,PUBLIC STREET NAMES
2954,ST CHARLES,PL,,ST CHARLES PLACE,633D5,PUBLIC STREET NAMES
8033,CHAPLIN,AVE,,CHAPLIN AVENUE,561D4,PUBLIC STREET NAMES
8812,BERENICE,AVE,,BERENICE AVENUE,595B5,PUBLIC STREET NAMES
8860,BELLA VISTA,WAY,,BELLA VISTA WAY,593E3,PUBLIC STREET NAMES
1323,ZANE,ST,,ZANE STREET,595D6,PUBLIC STREET NAMES
